topic_index,topic_represent_article,topic_ner_dic
0,54,"{'106萬4363元': 0, '最高行政法院': 0, '基金會': 0, '婦聯會': 4, '行政院不當黨產處理委員會': 0, '國產署': 2, '財政部國產署': 0, '台北分署': 1, '美齡樓': 0, '婦聯社福基金會': 4, '台北': 18, '10.5億元': 0, '新台幣1.29億元': 0, '財產署': 0, '國民黨': 87, '1億2940萬3213元': 1, '財政部': 0, '100萬元': 0, '167萬9653元': 0, '婦聯會美齡樓': 0, '羅秉成': 15, '行政院長': 13, '陳時中': 135, '行政院': 25, '蘇貞昌': 43, '衛福部長': 14, '陳宗彥': 9, '沈榮津': 3, '中央流行疫情指揮中心': 22, '李孟諺': 3, '新北市': 32, '國民黨團': 8, '指揮中心': 5, '曾銘宗': 7, '恩恩': 27, '民進黨立法院黨團': 0, '新北市衛生局': 5, '立法院': 7, '中央社': 0, '恩恩案': 0, '衛福部': 4, '勤務中心': 1, '李德維': 0, '國民黨立法院黨團': 1, '鄭運鵬': 10, '立院': 0, '1922': 7, '民進黨': 114, '賴系': 0, '吳秉叡': 0, '陳茂松': 0, '英系': 3, '蘇系': 1, '湧言會': 2, '卓榮泰': 0, '中常會': 1, '王定宇': 0, '中執會': 1, '李昆澤': 1, '中常委': 1, '梁文傑': 0, '蔡易餘': 1, '蘇': 0, '陳亭妃': 0, '台北市': 34, '賴清德': 16, '中評委': 0, '新潮流系': 0, '林俊憲': 0, '蔡英文': 20, '英': 1, '正國會': 3, '黃承國': 0, '許淑華': 5, '羅文嘉': 0, '何志偉': 0, '總統府': 7, '張惇涵': 13, '蔡': 8, '林右昌': 10, '林佳龍': 47, '蔡適應': 14, '台北市長': 17, '台灣': 36, '北基': 0, '交通部長': 7, '基隆': 19, '北北基桃': 5, '博覽會': 8, '衛生福利部長': 0, '台北Plus基隆': 0, '大台北': 0, '選對會': 3, '北北基': 0, '羅致政': 8, '衛生福利部': 0, '屏東醫院': 8, '桃園': 49, '賴香伶': 21, '羅智強': 44, '義民聯盟': 1, '民眾黨': 15, '柯文哲': 16, '張善政': 42, '客家人': 0, '朱立倫': 48, '羅相約': 0, '柯': 2, '無黨籍': 0, '桃園疫情關懷中心': 0, '鄭文燦': 1, '台中': 11, '陳慧玲': 4, '黨部': 1, '澎湖縣': 2, '高植澎': 1, '屏東縣': 4, '台灣中小企業聯合輔導基金會': 0, '沈慧虹': 2, '花蓮縣': 2, '王美惠': 2, '林智堅': 9, '魏明谷': 1, '陳光復': 1, '彰化縣': 2, '周江杰': 1, '周春米': 1, '邱建富': 1, '宜蘭縣': 1, '連江縣': 1, '南投縣': 2, '新竹': 3, '新竹縣長': 0, '台北首都圈交通': 0, '蔡其昌': 1, '鄭宏輝': 1, '嘉義': 1, '翁章梁': 1, '台南市': 4, '鄭朝方': 0, '朗桃園市': 0, '中市': 1, '苗栗縣': 2, '桃園市': 4, '林光華': 0, '劉建國': 1, '立委': 6, 'KolasYotaka': 0, '陳其邁': 11, '江聰淵': 1, '中正紀念堂': 1, '鄭寶清': 1, '徐定禎': 1, '黃彩玲': 1, '高雄市': 12, '賴坤成': 1, '雲林縣': 2, '新竹市': 4, '高雄': 23, '嘉義縣': 1, '澎湖': 0, '新竹縣': 2, '台南': 9, '前頭份': 0, '黃敏惠': 0, '蔡培慧': 1, '徐榛蔚': 0, '宜蘭': 0, '劉櫂豪': 1, '金門縣': 1, '竹北': 0, '基隆市': 4, '台東縣': 1, '嘉義市': 1, '台東縣長': 0, '黃偉哲': 4, '東森新媒體ETtoday': 0, '侯友宜': 29, '戴瑋姍': 4, '防疫記者會': 0, '陳潤秋': 6, '蔣萬安': 5, '阿中': 2, '劉和然': 4, '新北防疫記者會': 0, '侯': 9, '藍委': 0, '阿中部長': 0, '衛生局': 15, '新北': 13, 'TVBS': 1, '新北市政府': 6, '醫療應變組': 5, '羅一鈞': 5, '王必勝': 5, '陳有': 0, '周志浩': 5, '莊人祥': 8, '黃珊珊': 48, '王世堅': 25, '議會': 9, '藍綠': 2, '扶龍王': 3, '黃珊珊錦': 0, '高詩琪': 4, '張志豪': 9, '高淑真': 0, '新北市中和區': 0, '衛生所': 0, '陳瑞秋': 1, '新北市衛生局長': 0, '台北市政府': 2, '台北plus': 0, '蔡適': 2, '大基隆': 0, '羅': 7, '邱奕勝': 4, '桃園市長': 0, '朱': 6, '李正皓': 5, '桃園市議會': 0, '國民黨民進黨': 0, '桃園縣': 0, '藍營': 3, '新北市議會民進黨團': 1, '陳啟能': 2, '新北市府': 6, '新北市消防局': 0, '新北消防局': 1, '張劭斌': 0, '周勝考': 0, '李坤城': 0, '雙和醫院': 0, '恩恩事件': 1, '北市': 7, '黨中央': 4, '928黨慶': 0, '北北桃三市': 3, '北北桃': 1, '許智傑': 0, '國會': 2, '林靜儀': 1, '台': 1, '黨內': 3, '江志銘': 1, '台中市': 3, '胡志強': 2, '台灣大道捷運藍線': 2, '捷運藍線': 1, '台中台灣': 0, 'BRT': 1, '市政府': 0, '台中地院': 1, '台中市交通局': 1, '交通局': 0, '952萬多元': 1, '羅廷瑋': 0, '台中BRT': 5, '台灣大道': 1, '盧秀燕': 0, '江肇國': 0, '梁蕙嬿': 0, '胡': 0, '國民黨立院黨團': 1, '黃帝穎': 1, '雙北': 1, '8.6億': 0, '王': 2, '黃': 1, '陳宥丞': 0, '陳': 22, 'COVID-19疫情說明會': 0, '宗彥': 3, '疫情監測組': 0, '侯漢廷': 6, '佳龍': 0, '陳歐珀': 1, '布陳時中': 0, '呂玉玲': 4, '黃健庭': 2, '苗栗': 0, '美': 22, '民主自由站': 0, '美國': 14, '桃園機場': 1, '張呂': 0, '7+7': 6, '台中交通局': 1, '952萬元': 1, '楊正中': 0, '消防局': 1, '中和衛生所': 0, '新北中': 0, '卓冠廷': 0, '新北衛生局': 0, '衞生局': 0, '經查本局': 0, '桃園國際機場': 1, '高雄楠梓區': 0, '劉世芳': 4, '台積電': 5, '中油煉油廠': 0, '護國神山': 2, '高雄楠梓': 0, '楠梓': 4, '左楠區': 1, '台北花博爭豔館': 0, '8610萬元': 1, '畢業成果發表會': 0, '台北城博會': 0, '總統府防疫會議': 1, '陳智菡': 9, '疾管署': 1, '疫情中心': 0, '顏若芳': 1, '陳建仁': 4, '中央地方分工會議': 0, '漢高祖': 0, '中央': 6, '北市府': 1, '市府': 0, '工程會': 1, '雙北捷運工程': 0, '勞動部': 0, '國發會': 0, '4,386億元': 0, '日': 3, '奇羅': 0, '朱溝通': 0, '桃園縣長': 0, '中心疫情監測組': 0, '屏東': 1, '衛生局長': 0, '陳早日': 0, 'COVID-19': 0, '祝陳': 0, '外交國防委員會': 0, '陳志金': 0, '民進黨籍': 0, '周玉蔻': 0, '史書華': 0, '陳時中接觸疫情監測組': 0, '苗博雅': 4, '列支敦斯登': 1, '紐西蘭': 1, '市府公': 0, '英文': 0, '張亞中': 7, '高': 0, '孫健萍': 0, '柯志恩': 0, '聯合新聞網': 0, '孫文學校': 0, '林皇宮': 0, '蘇偉碩': 0, '國民黨黨': 0, '張': 2, '吳淑珍': 7, '陳致中': 1, '阿扁': 4, '陳水扁': 12, '中醫師': 0, '三立新聞網': 0, '蓬萊島': 0, '中藥': 0, '蓬萊島事件': 0, '吳': 0, '高嘉瑜': 0, '邱泰源': 0, '吳玉琴': 0, '陳超明': 0, '鍾佳濱': 0, '張廖萬堅': 0, '費鴻泰': 0, '蔡其': 0, '蔡壁如': 0, '廖國棟': 0, '王婉諭': 0, '陳雪生': 0, '沈發惠': 0, '邱議瑩': 0, '趙天麟': 0, '林昶佐': 0, '黃國書': 0, '葉毓蘭': 0, '邱志偉': 0, '華邦電': 0, '小港': 0, '中油高煉廠': 0, '大社': 0, '楠梓產業園區': 0, '穩懋': 0, '仁武': 0, '橋科': 0, '中油高煉廠改建大建案': 0, '南科': 0, '日月光': 0, '林園': 0, '高雄市政府': 1, '高雄市衛生局': 0, '教育局長': 0, '高市府': 0, '謝文斌': 0, '潘炤穎': 1, '吳子嘉': 7, '新潮流': 2, '董事長開講': 1, '風傳媒': 0, '中央黨部': 0, '彰化': 0, '新系': 0, '美麗島電子報': 1, '台南市政府': 0, '台南市智慧城市辦公室': 0, '趙卿惠': 0, '研考會': 1, '資訊局': 0, '成大': 0, '奇美': 0, '台南共照雲': 0, '蔡沐霖': 3, '中': 2, '教育部': 1, '民進黨青年部': 0, '台北市長選戰': 0, '藍軍': 1, '推陳': 0, '新聞面對面': 0, '新黨': 0, '侯友宜長': 0, '新聞大爆卦': 0, '程天放': 0, '基督徒': 0, '神戶': 0, '蔣中正': 2, '毛澤東': 0, '第一次世界大戰': 0, '創黨': 0, '胡佛研究所': 5, '俄': 0, '中國': 12, '大陸': 0, '反共': 4, '周至柔': 0, '曾琦': 0, '陳納德': 0, '魏景蒙': 0, '孫中山': 4, '傅作義': 0, '德國': 1, '李銳': 0, '戴笠': 0, '王昇': 0, 'ClaireL.Chennault': 0, '黃郛': 0, '林昭': 0, '胡世澤': 0, '夏威夷': 0, '陳立夫': 0, '中共': 1, '兩岸': 2, '孔祥熙': 0, '吳稚暉': 0, '中國共產黨': 0, '雷震': 0, '共產黨': 0, '陳獨秀': 0, '黃仁霖': 0, '薛岳': 0, '大清帝國': 0, 'AlbertC.Wedemeyer': 0, '阮毅成': 0, '蔣經國': 0, '殷海光': 0, '親美': 2, '唐飛': 0, '國民黨籍': 2, '胡佛': 0, '胡適': 0, '杜聿明': 0, '蘇聯': 0, '陳誠': 0, '宋子文': 0, '史丹佛大學': 0, '黃鎮球': 0, '日本': 1, '美方': 0, '彭述之': 0, '中華民國': 0, '獨台黨': 0, '美團': 0, '北京': 1, '九二': 1, '華府': 0, '中華': 0, '台獨': 1, '朱率團': 0, '夏立言': 0, '馬英九': 0, '二二八事件': 1, '特偵組': 0, '國務機要費除罪化': 0, '台灣人': 1, '中天電視台': 0, 'NCC': 0, '日本人': 0, '臺灣抗日史': 0, '台北市文獻委員會': 0, '台灣總統府': 0, '二二八事件研究報告': 0, '藍營空軍': 0, '臺灣': 0, '劉若音': 0, '綠營': 0, '蔡蘇': 0, '市黨部': 0}"
1,3,"{'群馬縣': 10, '台灣': 375, '法水寺': 1, '世華總會': 0, '吳秀鸞': 0, '世華日本分會': 5, '世界華人工商婦女企管協會': 0, '望月昭治': 0, '林郁慧': 1, '澀川市': 3, '台中': 1, '星野寬': 0, '紀秋美': 0, '尹世玲': 0, '日本': 26, '日台議員聯盟': 0, '星名建市': 0, '蒟蒻公園': 0, '台日聯誼會': 1, '法國': 1, '佛光山法水寺': 0, '伊香保': 0, '台': 25, '新垣': 0, '市議會': 0, '群馬縣日台議員聯盟': 0, '望月': 0, '錢妙玲': 0, '沖繩': 0, '滿潤法師': 0, '日': 12, '旅日': 0, 'WHA': 0, '吉田姿伶': 0, '日籍': 0, '彰化縣社頭鄉': 0, '碓冰峠鐵道文化村': 0, '日本分會': 0, '世華': 1, '世界衛生大會(WHA': 0, '星野': 0, '僑務組': 0, '琉球': 0, '宋惠芸': 0, '高木勉': 0, '群馬縣議會': 0, '日本社會女性總會': 0, '富岡製系場': 0, '聯合國教科文組織': 0, '溫泉區': 0, '澀川': 0, '新垣旬子': 0, '富岡製絲場': 0, '榛名湖': 0, '澀川市議會': 0, '基隆': 13, '131艦隊': 1, '海軍司令部': 9, '海軍': 4, '國防部海軍司令部': 2, '聯合報': 1, '塔江艦': 9, '行政院長': 19, '中國': 294, '外交部長': 3, '蘇貞昌': 33, '吳釗燮': 11, '北京': 28, '中國大陸': 5, '共產黨': 3, '陸委會': 6, '兩岸': 5, '英文': 3, '外交部': 9, '蔡英文': 15, '台海': 13, '呂秀蓮': 20, '中': 10, '蔡': 7, '美國': 38, '陳時中': 3, '文化部文化資產園區': 1, '東南亞': 3, '台灣的過去與未來': 1, '衛福部長': 1, '民進黨': 31, '美': 20, '曾建元': 3, '台灣人': 4, '高志活': 0, '台北市政府警察局': 0, '中正第一分局': 0, '國安法': 0, '六四事件': 2, '華人民主書院協會': 0, '中正紀念堂民主大道': 0, 'JensGalschiøt': 0, '香港大學校園': 0, '華人': 2, '華人民主書院': 1, '仁愛路派出所': 0, '香港': 1, '中共': 8, '丹麥': 19, '中央社': 0, '香格里拉': 4, '烏克蘭': 46, '蒲亭': 1, '俄國侵烏': 0, '俄國': 4, '澤倫斯基': 34, '俄羅斯': 7, '亞洲': 6, '羅金': 4, '華盛頓郵報': 4, '歐洲': 4, 'VladimirPutin': 0, '東亞': 0, '岸田文雄': 0, '烏': 1, 'VolodymyrZelenskyy': 1, '香格里拉對話': 4, 'JoshRogin': 0, '習近平': 0, '基輔': 0, '澳': 1, '台灣海外網': 3, '游錫堃': 33, '芬蘭': 1, '烏俄戰爭': 8, '南韓': 2, '台灣海峽': 9, '新加坡': 6, '立法院長': 4, 'CopenhagenDemocracySummit': 0, '國會': 16, '謝衣鳯': 0, '英國': 4, '林昶佐': 31, '范雲': 6, '無黨籍': 2, '德國': 2, '民主聯盟基金會': 1, '哥本哈根': 5, 'AllianceofDemocracies': 0, '台灣民眾黨': 0, '哥本哈根民主高峰會': 9, '邱臣遠': 2, '王婉諭': 2, '澳洲': 0, '國民黨': 12, '立法院': 3, '烈嶼守備大隊': 2, '陸軍裝訓部': 0, '賴振昌': 0, '監察院': 1, '林楷強': 3, '國防部': 1, '湖埔': 0, '金門防衛指揮部': 0, '金防部': 0, '劉禹宏': 2, '金門部立醫院': 0, 'M41A3': 0, '賴鼎銘': 0, '浦忠成': 0, '金門': 0, 'M41A3戰車': 0, '屏東': 9, '林邊鄉': 0, '農委會': 14, '埃諾思': 0, '中國代表團': 0, '烏克蘭開放商業報': 0, '華郵': 0, 'OliviaEnos': 0, 'TheWashingtonPost)': 0, '綠島': 0, '國防部參謀本部': 0, '泰安專案': 0, '空軍防空暨飛彈指揮部': 0, '軍聞社': 0, '高功雷達': 0, '東部': 0, '臺東': 0, '中華民國': 0, '莊家宏': 0, '本報訊海軍司令部': 0, 'RCR25靶區': 1, '塔江鑑炮控': 0, '中科院系發中心工程組': 0, '塔江軍艦': 1, '大陸': 27, '雲峰': 1, '華爾街日報': 0, '三峽': 1, '蔣介石': 1, '南海': 2, '侵台會': 0, '游淑慧': 7, '大陸海關總署': 1, '陸牌': 0, '台北市': 2, 'WTOSPS': 1, '中大陸': 1, '日企': 1, '陳吉仲': 9, 'JosephWu': 0, '中國海關總署動植物檢疫司': 3, '行政院': 0, '紐西蘭': 1, '台南將軍區域物流中心': 0, '高雄興達港': 0, '布局': 0, '屏東鹽埔漁港': 0, '6億元': 0, '趙天麟': 0, '希拉蕊': 1, '香': 0, '歐盟': 1, '中華亞太菁英交流協會': 0, '伯奇': 0, '澤倫斯基盼戰爭': 0, '美軍': 0, '立委': 3, '王智盛': 0, '美國太平洋空軍': 0, '非洲': 0, '龐培歐': 0, '臺灣': 0, '屏東林': 0, '龔明鑫': 1, '哥本哈根民主峰會': 4, '立陶宛': 14, '台獨': 5, '駐丹麥大使館': 2, '聶琉嫻娜': 4, '侯登': 8, '國發會': 1, '台丹麥': 0, '中國使館': 0, '民主峰會': 2, '歐巴馬': 3, '經濟創新部': 0, '世界貿易組織': 0, '塔江艦瞄不準?': 0, '王定宇': 3, '世貿': 0, '台灣農委會': 0, '侯登直': 0, 'ThomasRohden': 3, '中國大使館': 0, '阿凱洛': 0, '庫馬爾': 0, '華': 2, '大使館': 0, '丹麥大使館': 4, '希莫尼特': 0, '印度國會': 0, '烏干達': 2, '中東歐': 0, '經濟暨創新部': 1, '有朋': 0, '立陶宛經濟暨創新部': 0, '屏東醫院': 1, '朱立倫': 2, '政府': 4, '謝衣鳳': 1, '印度': 1, '中華人民共和國': 3, '丹麥王國大使館': 1, '中國人民': 0, '左翼黨': 1, 'RegionHovedstaden': 1, '親美': 0, '斯坦': 1, '九二': 0, '中共外交部': 0, '美方': 2, '波蘭': 0, '葉元之': 0, '全球民主聯盟不可或缺的夥伴': 0, '威斯穆森': 0, '拉斯穆森': 0, '俄烏戰爭': 0, '俄侵烏': 0, 'AndersFoghRasmussen': 0, '俄': 1, '曾厚仁': 3, 'JovitaNeliupšienė': 0, '桃園國際機場': 0, '中國國防部長': 1, '魏鳳和': 4, '第19屆': 0, '中國軍隊': 0, '美國南北戰爭': 0, '中國隊地區秩序之願景': 0, '鍾佳濱': 1, '挪威': 1, '紐': 0, '加': 0, '蘇揆': 0, '陳建翰': 0, '歐': 1, '民主大道': 0, '六四天安門事件': 1, '李男': 0, '中正紀念堂': 1, '李': 1, '李嫌': 0, '中正一分局': 0, '空軍': 0, '周春米': 0, '中國海關總署': 0, '漁業署': 1, '農業署': 0, '南台灣': 0, '94要客訴': 0, '于北辰': 0, '國軍': 0, '李德維': 3, '國民黨立法院黨團': 0, '國民黨團': 0, '曾銘宗今': 0, '黨團': 0, '海關總署': 0, '矢板明夫': 1, '高雄': 0, '日本海關': 0, '日本人': 1, '產經新聞': 0, '九合一選舉': 0, '明夫': 2, '中方': 1, '菲律賓': 0, '哥斯達黎加': 0, '民眾黨': 0, 'Jens-KristianLütken': 0, '民主聯盟': 0, 'CopenhagenDemocracySummit)': 0, '時代力量立委': 0, '路特肯': 0, '南北戰爭': 1, '中美國防部長': 0, 'LloydAustin': 0, '俄烏': 1, '魏鳳': 0, '中國國防部': 0, '路透社': 0, '新加坡香格里拉對話會': 0, '奧斯丁': 1, '中美國防部': 0, '華盛頓': 0, '美國國防部長': 0, '台制華': 0, '第19屆香格里拉對話會': 0, '上海': 0, '台北高雄': 0, '東南亞國協': 0, '台積電': 2, '呂': 0, '美中': 0, '東北亞': 1, '非洲聯盟': 0, '韓': 1, '喜樂島聯盟': 0, '陳文玲': 0, '彭百顯': 0, '國防部長': 0, '盧秀芳辣晚報': 0, '鄭宏輝': 0, '新竹市': 0, '馬': 3, '貝淡寧': 0, '中國共產黨': 0, '清華大學': 0, '六四': 0, '中國的民主': 0, '可口可樂': 0, '王毅': 0, '頤和園': 0, '金馬獎': 0, '成龍': 0, '立院': 0, '馬英九': 0, '中國人': 0}"
